Unnamed: 0,Unnamed: 0.1,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,compoundChatGPT
899,899,2022-09-07 16:21:27+00:00,https://twitter.com/justbeingmendy/status/1567548614448234499,justbeingmendy,Twitter for iPhone,United States,  ohhh you just wait and see what this really means in the future!! preparation is    grovetoken bsc eth crypto ivendpay altcoins greencrypto safemoonarmy babydogearmy grovegreenarmy bullish ,68,23,1,10,0.0,"Sentiment(polarity=0.1, subjectivity=0.1625)",0.7
937,937,2022-09-07 09:03:01+00:00,https://twitter.com/bitcoinagile/status/1567438277837193218,bitcoinagile,bitcoinagile,Matter Doesn't Matter,bearish on eth. for oanda:ethusd by nasbeast369 eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.8
902,902,2022-09-07 15:58:48+00:00,https://twitter.com/artoon920/status/1567542912975777792,artoon920,Twitter Web App,中国, 0308 $eth bearish bat 15mins prz=0.886xa short~~1577 tp1=1543 tp2=1522 sl=1608 check out my eth analysis on : ,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.2
714,714,2022-09-08 14:35:32+00:00,https://twitter.com/GrimDegen/status/1567884344181641217,GrimDegen,Twitter for iPhone,Cooking,why nft mfrs should get bullish on  and their reunion metaverse apereunion reunionroadmap nft eth ,58,32,0,4,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
929,929,2022-09-07 11:52:22+00:00,https://twitter.com/HB_VOLT_7827/status/1567480894881165315,HB_VOLT_7827,Twitter for Android,"Anchorage, AK", $volt voltinu voltarmy voltisoft voltichange voltieco 1000xgem hodl bullish   croeffect  voltinutothemoon  cro okx binance kucoin eth bsc vdsc voltieco voltipay shibarmy  nfts voltinuofficial ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
670,670,2022-09-08 23:06:35+00:00,https://twitter.com/CoinCryptoKid/status/1568012954251177984,CoinCryptoKid,Twitter for iPhone,"Pittsburgh, PA",bullish on eth,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
617,617,2022-09-09 15:05:06+00:00,https://twitter.com/UpTrendCapital/status/1568254173896151041,UpTrendCapital,Twitter Web App,Not Financial Advice,my proprietary indicator update for $eth:  new daily bullish signal  new weekly bullish signal  monthly bearish signal   ethereum eth ethusdt ethusd merge friday ,0,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.67
661,661,2022-09-09 01:12:47+00:00,https://twitter.com/perryjsmith/status/1568044716612112390,perryjsmith,Twitter for iPhone,,is eth about to explode..,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
839,839,2022-09-08 03:35:06+00:00,https://twitter.com/LilQban0/status/1567718140561211393,LilQban0,Twitter Web App,,$pacha being bullish in a bear market   potential is proven. this is just 2.3m market cap  40x till $tsuka  let that sink in      eth $cult $rvlt suzume ,16,8,1,7,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.5
831,831,2022-09-08 04:41:33+00:00,https://twitter.com/MyFathe35792056/status/1567734866393038848,MyFathe35792056,Twitter Web App,, september will be bullish eth,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
847,847,2022-09-08 02:01:53+00:00,https://twitter.com/KrispNaztyFarms/status/1567694684826345472,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",   $eth $wpt eth bullish ,3,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
651,651,2022-09-09 04:56:24+00:00,https://twitter.com/KrispNaztyFarms/status/1568100990997483520,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",   $eth $wpt eth bullish,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
652,652,2022-09-09 04:53:10+00:00,https://twitter.com/GoldasHeda/status/1568100174412787712,GoldasHeda,Twitter for iPhone,Indonesia,bullish brev eth ,2,1,1,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0
710,710,2022-09-08 15:51:04+00:00,https://twitter.com/m_criptomonedas/status/1567903356064272386,m_criptomonedas,Twitter Web App,,"cotizacin de ethereum se sube a una montaa rusa  ethereum y ethereumclassic registraron una breve subida iniciando la semana, pero luego se desplomaron en vsperas de la fusin de eth.  ms info:   $etc $eth cryptonews mundocriptomonedas",1,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
881,881,2022-09-07 19:14:25+00:00,https://twitter.com/CryptoYoddha/status/1567592140993359872,CryptoYoddha,Twitter Web App,,$eth / $btc   been trading in the previous bearish range but this time the range is bullish. high timeframe is in an uptrend. including bullish yearly candle.  waiting for the range breakout for another rally.   eth ,37,6,0,8,0.0,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)",0.8
830,830,2022-09-08 04:42:05+00:00,https://twitter.com/shinkushinkus/status/1567734998220013576,shinkushinkus,Twitter for Android,กระทรวงเวทมนตร์,  3 drive + bearish +rsi ob +macd    eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.25
686,686,2022-09-08 20:31:53+00:00,https://twitter.com/KrispNaztyFarms/status/1567974021937135616,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",_light   $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
963,963,2022-09-07 03:12:10+00:00,https://twitter.com/TimboNotes/status/1567349981832511488,TimboNotes,Twitter for iPhone,.,scooped 2 more eth on a 1499 bid.  4.4 to the vault today...  bullish on the merge. ,15,1,0,2,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.8
730,730,2022-09-08 12:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1567845216765231106,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 08, 2022 @ 08:00 edt is  68% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.68
960,960,2022-09-07 03:33:25+00:00,https://twitter.com/artoon920/status/1567355332388855810,artoon920,Twitter Web App,中国, 0304 $eth bullish shark 1hr prz=1xc long tp1=1553 tp2=1655 sl=1329 check out my eth analysis on : ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
905,905,2022-09-07 15:36:44+00:00,https://twitter.com/bitcoinagile/status/1567537357418635268,bitcoinagile,bitcoinagile,Matter Doesn't Matter,one more leg down for binance:ethusdt by bullish_traders eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.17222222222222222, subjectivity=0.3944444444444445)",0.2
680,680,2022-09-08 21:03:08+00:00,https://twitter.com/bitcoinagile/status/1567981888513392642,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd 4h - bullish reversal for coinbase:ethusd by avramis eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
959,959,2022-09-07 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1567362029245136898,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 07, 2022 @ 00:00 edt is  50% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
926,926,2022-09-07 12:01:47+00:00,https://twitter.com/Thorshammergems/status/1567483263341543426,Thorshammergems,Twitter Web App,Cryptonia,"after the merge, eth will become deflationary. massive surge coming? or is the merge not as bullish as many people might think for ethereum? thoughts? ",40,14,2,41,0.0,"Sentiment(polarity=0.25, subjectivity=0.75)",0.2
958,958,2022-09-07 04:33:25+00:00,https://twitter.com/crypto_wai/status/1567370428297138176,crypto_wai,Twitter for iPhone,,a lot of eth bullish and leveraged positions will be wiped out very soon after eth transition to pos next week. this is in line with the agendas laid out by the elites.,1,1,0,0,0.0,"Sentiment(polarity=0.1, subjectivity=0.15)",-0.2
656,656,2022-09-09 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1568086806138085379,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 09, 2022 @ 00:00 edt is  75% bearish   bearmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.75
836,836,2022-09-08 04:02:31+00:00,https://twitter.com/cryptoverse_m/status/1567725043555405825,cryptoverse_m,Twitter Web App,"Ulaanbaatar, Mongolia",eth bearish pattern   resistance zone   .    . ,31,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5
957,957,2022-09-07 04:51:48+00:00,https://twitter.com/Sam_Blade_/status/1567375054572249088,Sam_Blade_,Twitter for iPhone,"Dubai, United Arab Emirates",now im bullish on eth today,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
840,840,2022-09-08 03:33:04+00:00,https://twitter.com/WaKeAiR_S_S/status/1567717629892100097,WaKeAiR_S_S,Twitter for Android,,   $eth $wpt eth bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
660,660,2022-09-09 01:31:44+00:00,https://twitter.com/bitcoinagile/status/1568049481895104512,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd potential for bullish momentum  9th september 2022 for coinbase:ethusd by desmondlzw eth $eth  ,2,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.7
955,955,2022-09-07 05:29:40+00:00,https://twitter.com/johnjohnnyyy2/status/1567384584656154625,johnjohnnyyy2,Twitter Web App,, luna inu is bullish even in bear market $linu linu luna eth lunc lunac,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
682,682,2022-09-08 20:54:00+00:00,https://twitter.com/SongoTrader/status/1567979589296881664,SongoTrader,Twitter for Android,,"eth gameplan  $eth   aktualny range dla etherum to 1420-1720.  plan jest prosty, szukamy longw na mid range- $1570 lub wejscia w pozycje krtka ok. $1720. widzc sabo eth i bearish div. na h4 obv najpierw powinnimy trafi na midrange. patience is the key. krypto crypto ",18,0,1,2,0.0,"Sentiment(polarity=0.16666666666666666, subjectivity=0.5)",0.5
707,707,2022-09-08 16:58:04+00:00,https://twitter.com/KrispNaztyFarms/status/1567920213865144325,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR", _investing   $eth $wpt eth bullish,2,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
500,500,2022-09-10 20:49:01+00:00,https://twitter.com/zerosumtrayder/status/1568703109341265923,zerosumtrayder,Twitter Web App,London,ethereum looking potentially bullish. first resistance (purple bottom line)is at ~$2050 and second resistance is at ~$2400. this is probably due to the ethmerge. im bullish on eth long term. i will discuss my thoughts on eth and several alts over the coming weeks. ,0,0,0,1,0.0,"Sentiment(polarity=0.012499999999999999, subjectivity=0.3513888888888889)",0.7
284,284,2022-09-12 22:54:08+00:00,https://twitter.com/OlaideIshola9/status/1569459373659013126,OlaideIshola9,Twitter for Android,Nigeria,expecting some bullish price moves to around 1863.60 before we begin to see sells down to 1582.21 zones chart tradingview trading tradingpics ethmerge ethereum eth ethereummerge ,2,0,0,2,0.0,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",0.7
397,397,2022-09-11 21:08:57+00:00,https://twitter.com/KrispNaztyFarms/status/1569070513552609284,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",  $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
408,408,2022-09-11 19:56:58+00:00,https://twitter.com/ts2929/status/1569052398479458304,ts2929,Twitter Web App,, 30% correction incoming buddy. however bottom seems in for eth. should see it bounce off around $1100 for its bullish uptrend. (wave 3),3,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.25
407,407,2022-09-11 20:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1569053175612588032,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 11, 2022 @ 16:00 edt is  75% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
221,221,2022-09-13 11:52:32+00:00,https://twitter.com/365cryptonews/status/1569655264894148608,365cryptonews,Make (formerly Integromat),Dystopia, trending news  eth circulation compared to market cap shows most bullish divergence since may 2021 []  $eth eth  ethereum     ,0,0,0,0,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.7
405,405,2022-09-11 20:09:05+00:00,https://twitter.com/endyy090/status/1569055448258560001,endyy090,Twitter for iPhone,Blockchain😒, am bullish on the merge. eth  ,3,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
222,222,2022-09-13 11:18:45+00:00,https://twitter.com/HB_VOLT_7827/status/1569646760594898945,HB_VOLT_7827,Twitter for Android,"Anchorage, AK", $volt voltinu voltarmy voltisoft voltichange voltieco 1000xgem hodl bullish   croeffect  voltinutothemoon  cro okx binance kucoin eth bsc vdsc voltieco voltipay shibarmy  nfts voltinuofficial ,15,13,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
223,223,2022-09-13 11:18:10+00:00,https://twitter.com/HB_VOLT_7827/status/1569646616096960512,HB_VOLT_7827,Twitter for Android,"Anchorage, AK",1/1 volt the hottest project under the sun   $volt voltinu voltarmy voltisoft voltichange voltieco 1000xgem hodl bullish   croeffect  voltinutothemoon  cro okx binance kucoin eth bsc  voltieco voltipay voltichange,3,3,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
225,225,2022-09-13 10:59:31+00:00,https://twitter.com/kmskota10/status/1569641923023114241,kmskota10,Twitter for Android,"Kota,Rajasthan",ethereum bullish momentum continues to build as the merge comes  altcoin cryptobearmarket eth ethmerge ethereum,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
398,398,2022-09-11 21:06:34+00:00,https://twitter.com/OlaideIshola9/status/1569069915747008512,OlaideIshola9,Twitter for Android,Nigeria,"after the merge, the pow{proof of work} network will cease to exist, which will dramatically reduce eth issuance. looking forward to etherum bullish after the merge    cmcethmerge",2,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
231,231,2022-09-13 10:01:43+00:00,https://twitter.com/CryptoSamogon/status/1569627376715186177,CryptoSamogon,Jetpack.com,,"ta: ethereum prints bullish pattern, why eth could surge past$1,800 ",0,0,0,2,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.8
396,396,2022-09-11 21:46:44+00:00,https://twitter.com/bitcoinagile/status/1569080025143513088,bitcoinagile,bitcoinagile,Matter Doesn't Matter,btc shobearish bat for coinbase:ethusd by seanyda eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.3)",0.2
412,412,2022-09-11 19:34:25+00:00,https://twitter.com/MarvinInuInform/status/1569046726413000705,MarvinInuInform,Twitter for iPhone,Mars,$marvin and bullish nft collection around the corner! marvininu nfts eth,8,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
234,234,2022-09-13 09:26:56+00:00,https://twitter.com/KAR__Crypto/status/1569618622649372672,KAR__Crypto,Twitter Web App,Manchester & Dubai,$eth eth ethereum  -  no change; holding 0.75 range (1682) is key for trend continuation to the upside looking at bullish us cpi &amp; merge to complete abc formation otherwise breakdown from here &amp; rh deviation is already in with the marco last leg wave 5 to follow ,9,0,1,1,0.0,"Sentiment(polarity=0.03333333333333333, subjectivity=0.4888888888888889)",0.75
237,237,2022-09-13 08:47:41+00:00,https://twitter.com/johnmorganFL/status/1569608746984247296,johnmorganFL,Twitter Web App,"For now, Earth",bitmex ceo takes a major bullish trade on ethereum (eth) for year-end  ,1,0,0,0,0.0,"Sentiment(polarity=0.0625, subjectivity=0.5)",0.7
390,390,2022-09-12 00:58:12+00:00,https://twitter.com/FEGlethal/status/1569128208561217538,FEGlethal,Twitter for iPhone,Chicago,_flush _woody21  chart looking bullish! eth 100xgems,3,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
385,385,2022-09-12 02:16:20+00:00,https://twitter.com/cryptoes_ta/status/1569147871857090560,cryptoes_ta,Twitter for iPhone,"Miami, FL",eth managed to close the weekly above the 21ma | bullish sign if this holds | could always be a fakeout so lets see how this week goes $eth ,11,1,1,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.1)",0.7
384,384,2022-09-12 02:21:48+00:00,https://twitter.com/LuxLudicrous/status/1569149246774951936,LuxLudicrous,Twitter for Android,"Florida, USA",$gage is primed for 5m mc in days  eth 1000x bullish ,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
238,238,2022-09-13 08:02:42+00:00,https://twitter.com/ALTCOINBUFF/status/1569597427073556488,ALTCOINBUFF,Twitter Web App,United Arab Emirates,"ichimoku analysis of $eth for today: conc.: this is the reason we are waiting for a breakout as it is getting resisted by 50% fib levels. we have a bullish tenkan &amp; kijun crossover with bearish kumo cloud direction suggesting volatility, may be due to ethmerge. ethereum  eth ",2,0,1,1,0.0,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.2
382,382,2022-09-12 02:46:45+00:00,https://twitter.com/bitcoinagile/status/1569155526990221314,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd potential for bullish momentum  12th september 2022 for coinbase:ethusd by desmondlzw eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.7
380,380,2022-09-12 03:05:31+00:00,https://twitter.com/Vecktooor/status/1569160247012642816,Vecktooor,Twitter for iPhone,Earth,"last 9 sales only 2 were off the floor. very, very bullish.   riseandshine genuineundead pixelart undeadarmy gu eth nft anftcommunity ",92,48,1,16,0.0,"Sentiment(polarity=0.08666666666666667, subjectivity=0.4855555555555555)",0.9
378,378,2022-09-12 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569173968849977345,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 12, 2022 @ 00:00 edt is  67% bearish   bearmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.67
217,217,2022-09-13 12:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1569657156718166020,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 13, 2022 @ 08:00 edt is  60% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.6
216,216,2022-09-13 12:25:46+00:00,https://twitter.com/KenwoodCapital/status/1569663627778576384,KenwoodCapital,Twitter for iPhone,Crypto Since 2017,eth circulation compared to market cap shows most bullish divergence since may 2021   ,0,0,0,0,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.8
448,448,2022-09-11 12:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1568932377849696258,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 11, 2022 @ 08:00 edt is  78% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.78
192,192,2022-09-13 15:05:13+00:00,https://twitter.com/BrilloGP/status/1569703753758179331,BrilloGP,Twitter Web App,Metaverse,eth at 1675 bearish on trend (pullback). probable target at 1500 with bounce to local highs for resistance retest ethereum merge pos staking metaverse nft web3 fomo ,4,0,0,6,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
444,444,2022-09-11 13:10:35+00:00,https://twitter.com/ChiefPowr/status/1568950128870043648,ChiefPowr,Twitter for iPhone,"Charleston, SC",$eth eth   bullish powrtrend for the last 5 days!   could see some resistance in the daily powrzone between $1800-1900   crypto merge pos  ,0,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0.75
162,162,2022-09-13 20:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569777948667875334,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 13, 2022 @ 16:00 edt is  56% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.56
167,167,2022-09-13 19:25:00+00:00,https://twitter.com/KrispNaztyFarms/status/1569769132366643200,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",  $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
170,170,2022-09-13 19:05:35+00:00,https://twitter.com/brokeass2whale/status/1569764243926577152,brokeass2whale,Twitter Web App,," i've had several people ask...   but i am bullish regarding the upcoming eth merge event occurring tomorrow. price will be very volatile during this event, but i anticipate a new price discovery for q4 into the end of the year.  eth ethmerge crypto ",1,0,0,1,0.0,"Sentiment(polarity=0.11212121212121212, subjectivity=0.2515151515151515)",0.8
176,176,2022-09-13 17:52:00+00:00,https://twitter.com/conorfkenny/status/1569745726187442188,conorfkenny,TweetDeck,,the ethereum merge is almost here.  are you bullish on eth ?,7,0,0,4,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
440,440,2022-09-11 13:40:42+00:00,https://twitter.com/RoundTableWins/status/1568957710762221569,RoundTableWins,IFTTT,,chiefpowrtrendz: $eth eth   bullish powrtrend for the last 5 days!   could see some resistance in the daily powrzone between $1800-1900   crypto merge pos  ,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0.75
437,437,2022-09-11 14:13:56+00:00,https://twitter.com/kidglocrypto/status/1568966074007449601,kidglocrypto,Twitter for iPhone,Australia,"lets see, does the merge make you more bearish or bullish on $eth?  ethereum eth themerge",0,0,0,1,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5
436,436,2022-09-11 14:50:55+00:00,https://twitter.com/Ada28587778/status/1568975382409347072,Ada28587778,Twitter for Android,,_nft_01 bullish  zukuverse enterthejungle zuku eth nftcommunity  ,5,1,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
434,434,2022-09-11 15:12:33+00:00,https://twitter.com/cyberspace2140/status/1568980824045010946,cyberspace2140,Twitter for Android,BlockchainCity,"eth ethereum looks very bullish, despite any sell the ethmerge speculation. initial upside target: wkly 100ma at $2300.  possible pullback target (if btc pullsback): 3day 10ma/20ma around $1650/$1680. trading altcoins altcoin cryptos crypto markets ",0,0,0,5,0.0,"Sentiment(polarity=0.06666666666666667, subjectivity=0.43333333333333335)",0.7
432,432,2022-09-11 15:24:27+00:00,https://twitter.com/OyoshiSakamoto/status/1568983821353353216,OyoshiSakamoto,Twitter Web App,,_pepe   $ching chingon is sending updated dextools in minutes from launch. probably fast tracking everything.   liq burn  degen utility  dev burns  community is bullish  1000xgem  memecoins 1000xgem eth ,1,1,0,0,0.0,"Sentiment(polarity=0.2, subjectivity=0.6)",0.5
215,215,2022-09-13 12:34:49+00:00,https://twitter.com/Joanna8847/status/1569665903486464000,Joanna8847,Twitter Web App,Singapura, eth is bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
193,193,2022-09-13 15:00:59+00:00,https://twitter.com/NominexExchange/status/1569702687423320064,NominexExchange,TweetDeck,Global,"presumably in a few days,  will switch to pos remains. the ratio of eth in circulation to the market capitalization of ethereum itself speaks of bullish sentiment.   exchange ether here:    swap on  dex: ",8,2,0,2,0.0,"Sentiment(polarity=-0.2, subjectivity=0.1)",0.8
197,197,2022-09-13 14:30:35+00:00,https://twitter.com/AdmantiumCrypto/status/1569695037155581957,AdmantiumCrypto,Twitter Web App,Dubai,are you bullish or bearish on the ethereum merge?   ethereum  ethereummerge  themerge  eth,4,0,1,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
198,198,2022-09-13 14:23:07+00:00,https://twitter.com/PimpDaddyPurps/status/1569693158048690178,PimpDaddyPurps,Twitter for Android,The Moon ,what are your thoughts on the merge? personally i'm all in     ethmerge eth bullish,4,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.3)",0.8
202,202,2022-09-13 14:06:10+00:00,https://twitter.com/Kathy3359/status/1569688892969984000,Kathy3359,Twitter Web App,Singapore,cpi report turned to be bearish news let's see what eth merge brings to us on sep 15eth ,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5
424,424,2022-09-11 16:37:56+00:00,https://twitter.com/Cryptok76171702/status/1569002311686696963,Cryptok76171702,Twitter for iPhone,,eth ethmerge  inverse head and shoulders pattern bullish   ,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
422,422,2022-09-11 17:13:36+00:00,https://twitter.com/Mr_renewed/status/1569011289632165890,Mr_renewed,Twitter for iPhone,,_cryptoo $merge is bullish af and not just due to the name     merge ethmerge eth,4,3,0,1,0.0,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.7
420,420,2022-09-11 17:21:36+00:00,https://twitter.com/MFGcoin/status/1569013302705127426,MFGcoin,Twitter for Android,Worldwide,5 exploding areas of the metaverse metaverse nft eth mfg $mfg ,11,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
205,205,2022-09-13 13:57:09+00:00,https://twitter.com/cyberspace2140/status/1569686625541554176,cyberspace2140,Twitter for Android,BlockchainCity,eth ethereum 2 possible scenarios:  bullish targets : $2250 - $2300 bearish targets : $1200 - $1270 trading ethmerge ethereummerge altcoins altcoin crypto crypros cryptocurrency markets ,1,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.25
212,212,2022-09-13 12:55:29+00:00,https://twitter.com/Larkorelli/status/1569671105517871107,Larkorelli,Twitter for iPhone,Chilln ,anyone with a kids coulda told you that inflation has not come down. i dont understand how fintwitt was so bullish? although i do think that ethereum is still a buy with the ethmerge. give me 800 eth and i will do a reverse mortgage to buy eth lolol,1,0,0,2,0.0,"Sentiment(polarity=0.32222222222222224, subjectivity=0.5444444444444445)",0.2
376,376,2022-09-12 04:12:28+00:00,https://twitter.com/TarangTyagi7/status/1569177098518155264,TarangTyagi7,Twitter for Android,,short luna bearish eth merge ethmerge ........ short the luna2 busd ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.3)",-0.5
374,374,2022-09-12 05:16:49+00:00,https://twitter.com/RobertsonTiwan1/status/1569193293271146496,RobertsonTiwan1,Twitter for Android,At the SHIB: The Metaverse," bullish week ahead for $bone. all  will caught watching from eth merge to $bone then to shibaswap, since shibaswap is attached to $bone's name.",7,2,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
242,242,2022-09-13 07:21:07+00:00,https://twitter.com/WzrdMrkt/status/1569586959072337920,WzrdMrkt,Twitter for iPhone,Everywhere,bearish on merge   eth ethereum,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.7
263,263,2022-09-13 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569536357806096385,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 13, 2022 @ 00:00 edt is  75% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
315,315,2022-09-12 17:09:08+00:00,https://twitter.com/JulianSerna/status/1569372552807546883,JulianSerna,Twitter Web App,BALEDEN,"eth - extreme bullish eth ""eagleish""  buying more at $1.700  nfa. ",0,0,0,0,0.0,"Sentiment(polarity=0.1875, subjectivity=0.75)",0.8
313,313,2022-09-12 17:46:30+00:00,https://twitter.com/Bitcoinsensus/status/1569381956567158784,Bitcoinsensus,TweetDeck,,is the eth bullish rally over? watch this key pattern forming right now! ,13,2,0,8,0.0,"Sentiment(polarity=0.17857142857142855, subjectivity=0.7678571428571428)",0.5
